qr_content,label,group_vpa,length,vpa_local_entropy,vpa_handle_entropy,vpa_length,digits_ratio,amount_value,vpa_age_proxy,num_parameters,has_suspicious_keywords,is_valid_vpa,bank_handle,risky_handle,amount_is_integer,amount_suspicious,location_risk_proxy
upi://pay?pa=service8053@service&pn=Service%20Team&am=300.00,1,service8053@service,61,3.2776134368191157,2.521640636343318,19,0.21052631578947367,307.96,59,3,0,1,0,1,0,0,1
upi://pay?pa=rahul.reddy@okhdfcbank&pn=Rahul%20Reddy&am=88.79,0,rahul.reddy@okhdfcbank,59,3.095795255000934,3.1219280948873624,22,0.0,87.08,72,3,0,1,1,0,0,0,0
upi://pay?pa=anita7769@pay&pn=Anita%20Das&am=1500.00,1,anita7769@pay,53,2.725480556997868,1.584962500721156,13,0.3076923076923077,1464.29,11,3,0,1,0,1,0,0,1
upi://pay?pa=service362@service&pn=Service%20Team&am=200.00,1,service362@service,58,3.1219280948873624,2.521640636343318,18,0.16666666666666666,194.63,53,3,0,1,0,1,0,0,1
upi://pay?pa=kiran4364@online&pn=Kiran%20Patel&am=500.00,1,kiran4364@online,53,2.94770277922009,2.2516291673878226,16,0.25,498.08,44,3,0,1,0,1,0,0,1
upi://pay?pa=update1613@barodampay&pn=Update%20KYC&am=1500.00,1,update1613@barodampay,63,3.1219280948873624,2.8464393446710154,21,0.19047619047619047,1511.08,50,3,1,1,1,0,0,0,0
upi://pay?pa=sneha.das291@icici&pn=Sneha%20Das&am=286.46,0,sneha.das291@icici,55,3.2516291673878226,0.9709505944546686,18,0.16666666666666666,292.31,51,3,0,1,1,0,0,0,0
upi://pay?pa=priya.patel@axis&pn=Priya%20Patel&am=69.32,0,priya.patel@axis,58,3.095795255000934,2.0,16,0.0,70.08,72,3,0,1,1,0,0,0,0
upi://pay?pa=service9676pay@kotak&pn=Service%20Team&am=300.00,1,service9676pay@kotak,60,3.521640636343318,1.9219280948873623,20,0.2,294.75,64,3,0,1,1,0,0,0,0
upi://pay?pa=arjun_nair@okhdfcbank&pn=Arjun%20Nair&am=110.86,1,arjun_nair@okhdfcbank,63,2.721928094887362,3.1219280948873624,21,0.0,110.61,63,3,0,1,1,0,0,0,0
upi://pay?pa=update1136@bonus&pn=Update%20KYC&am=243.31,1,update1136@bonus,52,3.1219280948873624,2.321928094887362,16,0.25,249.3,29,3,1,1,0,1,0,0,1
upi://pay?pa=update9072@bonus&pn=Update%20KYC&am=300.00,1,update9072@bonus,57,3.3219280948873626,2.321928094887362,16,0.25,296.88,9,3,1,1,0,1,0,0,1
upi://pay?pa=amandas589@upi&pn=Aman%20Das&am=88.99,0,amandas589@upi,49,2.8464393446710154,1.584962500721156,14,0.21428571428571427,88.98,69,3,0,1,1,0,0,0,0
upi://pay?pa=secure3525@secure&pn=Secure%20Login&am=31.76,1,secure3525@secure,60,2.9219280948873623,2.2516291673878226,17,0.23529411764705882,32.63,26,3,1,1,0,1,0,0,1
upi://pay?pa=rahul.sharma@axis&pn=Rahul%20Sharma&am=278.27,0,rahul.sharma@axis,60,2.8553885422075336,2.0,17,0.0,282.19,60,3,0,1,1,0,0,0,0
upi://pay?pa=priya6106@paytm&pn=Priya%20Singh&am=409.38,1,priya6106@paytm,55,2.94770277922009,2.321928094887362,15,0.26666666666666666,415.47,77,3,0,1,1,0,0,0,0
upi://pay?pa=help3165@help&pn=Help%20Desk&am=1000.00,1,help3165@help,52,3.0,2.0,13,0.3076923076923077,985.14,21,3,0,1,0,1,0,0,1
upi://pay?pa=kiran.reddy@service&pn=Kiran%20Reddy&am=357.48,0,kiran.reddy@service,59,3.095795255000934,2.521640636343318,19,0.0,355.65,26,3,0,1,0,1,0,0,1
upi://pay?pa=sneha6601@ybl&pn=Sneha%20Nair&am=300.00,1,sneha6601@ybl,53,2.94770277922009,1.584962500721156,13,0.3076923076923077,292.48,68,3,0,1,1,0,0,0,0
upi://pay?pa=arjun7357@ybl&pn=Arjun%20Sharma&am=200.00,1,arjun7357@ybl,53,2.94770277922009,1.584962500721156,13,0.3076923076923077,201.28,48,3,0,1,1,0,0,0,0
upi://pay?pa=update1651@okhdfcbank&pn=Update%20KYC&am=193.64,1,update1651@okhdfcbank,57,3.1219280948873624,3.1219280948873624,21,0.19047619047619047,189.04,35,3,1,1,1,0,0,0,0
upi://pay?pa=secure.login@hdfc&pn=Secure%20Login&am=213.30,0,secure.login@hdfc,55,3.4182958340544896,2.0,17,0.0,217.6,63,3,1,1,1,0,0,0,0
upi://pay?pa=help7020care@help&pn=Help%20Desk&am=1500.00,1,help7020care@help,57,3.2516291673878226,2.0,17,0.23529411764705882,1528.31,35,3,0,1,0,1,0,0,1
upi://pay?pa=verify.account366@axis&pn=Verify%20Account&am=479.78,0,verify.account366@axis,62,3.85216872360328,2.0,22,0.13636363636363635,480.75,68,3,1,1,1,0,0,0,0
upi://pay?pa=service9253@oksbi&pn=Service%20Team&am=26.35,1,service9253@oksbi,60,3.2776134368191157,2.321928094887362,17,0.23529411764705882,25.78,48,3,0,1,1,0,0,0,0
upi://pay?pa=update8307@axis&pn=Update%20KYC&am=1500.00,1,update8307@axis,55,3.3219280948873626,2.0,15,0.26666666666666666,1457.3,72,3,1,1,1,0,0,0,0
upi://pay?pa=vikram.chawla@sbi&pn=Vikram%20Chawla&am=100.00,1,vikram.chawla@sbi,58,3.334679141051595,1.584962500721156,17,0.0,101.78,81,3,0,1,1,0,0,0,0
upi://pay?pa=neha_singh873@hdfc&pn=Neha%20Singh&am=357.04,0,neha_singh873@hdfc,54,3.3927474104487847,2.0,18,0.16666666666666666,359.19,69,3,0,1,1,0,0,0,0
upi://pay?pa=neha_singh@online&pn=Neha%20Singh&am=144.13,1,neha_singh@online,53,2.9219280948873623,2.2516291673878226,17,0.0,145.95,12,3,0,1,0,1,0,0,1
upi://pay?pa=kiran8314secure@support&pn=Kiran%20Das&am=47.06,1,kiran8314secure@support,58,3.640223928941852,2.521640636343318,23,0.17391304347826086,46.51,13,3,0,1,0,1,0,0,1
upi://pay?pa=service1850@upi&pn=Service%20Team&am=1500.00,1,service1850@upi,55,3.2776134368191157,1.584962500721156,15,0.26666666666666666,1500.85,36,3,0,1,1,0,0,0,0
upi://pay?pa=verify.account189@hdfc&pn=Verify%20Account&am=422.44,0,verify.account189@hdfc,63,3.9698157824268097,2.0,22,0.13636363636363635,428.7,68,3,1,1,1,0,0,0,0
upi://pay?pa=amanreddy176@oksbi&pn=Aman%20Reddy&am=261.49,0,amanreddy176@oksbi,56,3.2516291673878226,2.321928094887362,18,0.16666666666666666,260.9,58,3,0,1,1,0,0,0,0
upi://pay?pa=sneha_singh780@okaxis&pn=Sneha%20Singh&am=258.69,0,sneha_singh780@okaxis,61,3.3787834934861753,2.584962500721156,21,0.14285714285714285,260.26,68,3,0,1,1,0,0,0,0
upi://pay?pa=priya_patel@hdfc&pn=Priya%20Patel&am=480.57,0,priya_patel@hdfc,58,3.095795255000934,2.0,16,0.0,488.92,77,3,0,1,1,0,0,0,0
upi://pay?pa=kiranpatel746@okaxis&pn=Kiran%20Patel&am=298.53,0,kiranpatel746@okaxis,60,3.546593564294939,2.584962500721156,20,0.15,293.43,77,3,0,1,1,0,0,0,0
upi://pay?pa=vikram6984@okaxis&pn=Vikram%20Chawla&am=5000.00,1,vikram6984@okaxis,60,3.3219280948873626,2.584962500721156,17,0.23529411764705882,4869.78,57,3,0,1,1,0,0,0,0
upi://pay?pa=vikramdas@unknown&pn=Vikram%20Das&am=500.00,0,vikramdas@unknown,55,2.94770277922009,2.128085278891394,17,0.0,500.95,34,3,0,1,0,1,0,0,1
upi://pay?pa=priya9067@xpay&pn=Priya%20Gupta&am=900.00,1,priya9067@xpay,57,3.169925001442312,2.0,14,0.2857142857142857,876.35,19,3,0,1,0,1,0,0,1
upi://pay?pa=rahul6677care@secure&pn=Rahul%20Patel&am=473.52,1,rahul6677care@secure,63,3.0850551027564768,2.2516291673878226,20,0.2,481.09,32,3,0,1,0,1,0,0,1
upi://pay?pa=priya_chawla@okhdfcbank&pn=Priya%20Chawla&am=14.18,0,priya_chawla@okhdfcbank,62,3.188721875540867,3.1219280948873624,23,0.0,14.37,60,3,0,1,1,0,0,0,0
upi://pay?pa=arjun_iyer461@okhdfcbank&pn=Arjun%20Iyer&am=200.00,0,arjun_iyer461@okhdfcbank,61,3.546593564294939,3.1219280948873624,24,0.125,204.58,59,3,0,1,1,0,0,0,0
upi://pay?pa=aman_khan@icici&pn=Aman%20Khan&am=311.17,0,aman_khan@icici,50,2.4193819456463714,0.9709505944546686,15,0.0,313.78,59,3,0,1,1,0,0,0,0
upi://pay?pa=rahul_chawla@barodampay&pn=Rahul%20Chawla&am=293.04,0,rahul_chawla@barodampay,65,2.8553885422075336,2.8464393446710154,23,0.0,285.43,78,3,0,1,1,0,0,0,0
upi://pay?pa=kiraniyer142@hdfc&pn=Kiran%20Iyer&am=200.00,0,kiraniyer142@hdfc,57,3.2516291673878226,2.0,17,0.17647058823529413,197.04,63,3,0,1,1,0,0,0,0
upi://pay?pa=service9765@paytm&pn=Service%20Team&am=1000.00,1,service9765@paytm,61,3.2776134368191157,2.321928094887362,17,0.23529411764705882,1018.48,43,3,0,1,1,0,0,0,0
upi://pay?pa=priya5836pay@okaxis&pn=Priya%20Sharma&am=300.00,1,priya5836pay@okaxis,57,3.084962500721156,2.584962500721156,19,0.21052631578947367,294.01,58,3,0,1,1,0,0,0,0
upi://pay?pa=service3343@online&pn=Service%20Team&am=1000.00,1,service3343@online,62,2.8453509366224368,2.2516291673878226,18,0.2222222222222222,1011.91,5,3,0,1,0,1,0,0,1
upi://pay?pa=aman1589care@kotak&pn=Aman%20Chawla&am=1500.00,1,aman1589care@kotak,57,3.188721875540867,1.9219280948873623,18,0.2222222222222222,1525.22,52,3,0,1,1,0,0,0,0
upi://pay?pa=priya.nair287@okhdfcbank&pn=Priya%20Nair&am=100.00,0,priya.nair287@okhdfcbank,65,3.238901256602631,3.1219280948873624,24,0.125,98.98,66,3,0,1,1,0,0,0,0
upi://pay?pa=update8846@paytm&pn=Update%20KYC&am=436.24,1,update8846@paytm,52,3.1219280948873624,2.321928094887362,16,0.25,431.59,71,3,1,1,1,0,0,0,0
upi://pay?pa=aman3425@bonus&pn=Aman%20Das&am=900.00,1,aman3425@bonus,48,2.75,2.321928094887362,14,0.2857142857142857,903.12,55,3,0,1,0,1,0,0,1
upi://pay?pa=vikram2351@barodampay&pn=Vikram%20Khan&am=300.00,0,vikram2351@barodampay,62,3.3219280948873626,2.8464393446710154,21,0.19047619047619047,306.5,63,3,0,1,1,0,0,0,0
upi://pay?pa=update9380@icici&pn=Update%20KYC&am=1000.00,1,update9380@icici,59,3.3219280948873626,0.9709505944546686,16,0.25,983.43,42,3,1,1,1,0,0,0,0
upi://pay?pa=pooja9464@secure&pn=Pooja%20Patel&am=1000.00,1,pooja9464@secure,55,2.725480556997868,2.2516291673878226,16,0.25,1026.48,9,3,0,1,0,1,0,0,1
upi://pay?pa=help6041@pay&pn=Help%20Desk&am=481.16,1,help6041@pay,49,3.0,1.584962500721156,12,0.3333333333333333,484.02,38,3,0,1,0,1,0,0,1
upi://pay?pa=help995pay@bonus&pn=Help%20Desk&am=500.00,1,help995pay@bonus,56,2.9219280948873623,2.321928094887362,16,0.1875,514.76,37,3,0,1,0,1,0,0,1
upi://pay?pa=help9207@axis&pn=Help%20Desk&am=300.00,1,help9207@axis,52,3.0,2.0,13,0.3076923076923077,292.61,53,3,0,1,1,0,0,0,0
upi://pay?pa=aman.das250@service&pn=Aman%20Das&am=487.21,0,aman.das250@service,58,3.0271691184406184,2.521640636343318,19,0.15789473684210525,476.29,38,3,0,1,0,1,0,0,1
upi://pay?pa=anita2116@pay&pn=Anita%20Nair&am=167.91,1,anita2116@pay,54,2.725480556997868,1.584962500721156,13,0.3076923076923077,171.2,43,3,0,1,0,1,0,0,1
upi://pay?pa=verify5688@sbi&pn=Verify%20Account&am=5000.00,1,verify5688@sbi,57,3.1219280948873624,1.584962500721156,14,0.2857142857142857,5109.43,63,3,1,1,1,0,0,0,0
upi://pay?pa=anita4343@kotak&pn=Anita%20Sharma&am=21.05,1,anita4343@kotak,53,2.5032583347756456,1.9219280948873623,15,0.26666666666666666,20.98,34,3,0,1,1,0,0,0,0
upi://pay?pa=sneha2947help@axis&pn=Sneha%20Patel&am=1000.00,1,sneha2947help@axis,56,3.3927474104487847,2.0,18,0.2222222222222222,1012.84,70,3,0,1,1,0,0,0,0
upi://pay?pa=secure5303@help&pn=Secure%20Login&am=125.05,1,secure5303@help,56,2.9219280948873623,2.0,15,0.26666666666666666,127.81,7,3,1,1,0,1,0,0,1
upi://pay?pa=anita4140@secure&pn=Anita%20Gupta&am=200.00,1,anita4140@secure,58,2.725480556997868,2.2516291673878226,16,0.25,194.52,28,3,0,1,0,1,0,0,1
upi://pay?pa=kiran3005pay@axis&pn=Kiran%20Nair&am=1500.00,1,kiran3005pay@axis,57,3.2516291673878226,2.0,17,0.23529411764705882,1506.66,34,3,0,1,1,0,0,0,0
upi://pay?pa=neha1199@pay&pn=Neha%20Sharma&am=300.00,1,neha1199@pay,50,2.5,1.584962500721156,12,0.3333333333333333,306.36,4,3,0,1,0,1,0,0,1
upi://pay?pa=update.kyc479@icici&pn=Update%20KYC&am=36.54,0,update.kyc479@icici,57,3.7004397181410926,0.9709505944546686,19,0.15789473684210525,36.32,74,3,1,1,1,0,0,0,0
upi://pay?pa=priya.khan@help&pn=Priya%20Khan&am=200.00,0,priya.khan@help,56,3.1219280948873624,2.0,15,0.0,197.63,23,3,0,1,0,1,0,0,1
upi://pay?pa=verify.account@paytm&pn=Verify%20Account&am=500.00,0,verify.account@paytm,62,3.6644977792004614,2.321928094887362,20,0.0,508.87,60,3,1,1,1,0,0,0,0
upi://pay?pa=help8031@oksbi&pn=Help%20Desk&am=1000.00,1,help8031@oksbi,53,3.0,2.321928094887362,14,0.2857142857142857,990.15,66,3,0,1,1,0,0,0,0
upi://pay?pa=secure8638@online&pn=Secure%20Login&am=1500.00,1,secure8638@online,57,2.9219280948873623,2.2516291673878226,17,0.23529411764705882,1455.29,8,3,1,1,0,1,0,0,1
upi://pay?pa=sneha7252pay@sbi&pn=Sneha%20Khan&am=93.47,1,sneha7252pay@sbi,52,3.2516291673878226,1.584962500721156,16,0.25,96.05,42,3,0,1,1,0,0,0,0
upi://pay?pa=aman.iyer555@okaxis&pn=Aman%20Iyer&am=421.39,0,aman.iyer555@okaxis,60,3.0220552088742005,2.584962500721156,19,0.15789473684210525,423.72,84,3,0,1,1,0,0,0,0
upi://pay?pa=service4033@xpay&pn=Service%20Team&am=300.00,1,service4033@xpay,60,3.095795255000934,2.0,16,0.25,305.75,52,3,0,1,0,1,0,0,1
upi://pay?pa=vikram_gupta975@upi&pn=Vikram%20Gupta&am=55.35,0,vikram_gupta975@upi,58,3.773557262275186,1.584962500721156,19,0.15789473684210525,56.43,63,3,0,1,1,0,0,0,0
upi://pay?pa=priya5864@gift&pn=Priya%20Sharma&am=1500.00,1,priya5864@gift,56,3.169925001442312,2.0,14,0.2857142857142857,1460.98,33,3,0,1,0,1,0,0,1
upi://pay?pa=anita9931@upi&pn=Anita%20Patel&am=100.00,1,anita9931@upi,53,2.725480556997868,1.584962500721156,13,0.3076923076923077,98.03,63,3,0,1,1,0,0,0,0
upi://pay?pa=priya.patel@oksbi&pn=Priya%20Patel&am=382.36,0,priya.patel@oksbi,60,3.095795255000934,2.321928094887362,17,0.0,378.03,78,3,0,1,1,0,0,0,0
upi://pay?pa=aman_das@kotak&pn=Aman%20Das&am=120.03,0,aman_das@kotak,48,2.4056390622295662,1.9219280948873623,14,0.0,118.74,63,3,0,1,1,0,0,0,0
upi://pay?pa=aman9351@okaxis&pn=Aman%20Khan&am=1000.00,1,aman9351@okaxis,55,2.75,2.584962500721156,15,0.26666666666666666,1009.53,57,3,0,1,1,0,0,0,0
upi://pay?pa=service9233@verify&pn=Service%20Team&am=200.00,1,service9233@verify,57,3.095795255000934,2.584962500721156,18,0.2222222222222222,201.48,43,3,0,1,0,1,0,0,1
upi://pay?pa=vikram.gupta@okaxis&pn=Vikram%20Gupta&am=1000.00,0,vikram.gupta@okaxis,58,3.4182958340544896,2.584962500721156,19,0.0,999.68,59,3,0,1,1,0,0,0,0
upi://pay?pa=sneha3140secure@okhdfcbank&pn=Sneha%20Gupta&am=204.42,1,sneha3140secure@okhdfcbank,64,3.456564762130954,3.1219280948873624,26,0.15384615384615385,200.88,68,3,0,1,1,0,0,0,0
upi://pay?pa=verify9335help@upi&pn=Verify%20Account&am=1500.00,1,verify9335help@upi,59,3.521640636343318,1.584962500721156,18,0.2222222222222222,1489.38,67,3,1,1,1,0,0,0,0
upi://pay?pa=aman.iyer@paytm&pn=Aman%20Iyer&am=27.02,0,aman.iyer@paytm,55,2.94770277922009,2.321928094887362,15,0.0,27.09,76,3,0,1,1,0,0,0,0
upi://pay?pa=arjun390care@unknown&pn=Arjun%20Singh&am=100.00,1,arjun390care@unknown,63,3.2516291673878226,2.128085278891394,20,0.15,99.81,34,3,0,1,0,1,0,0,1
upi://pay?pa=help5600@service&pn=Help%20Desk&am=200.00,1,help5600@service,55,2.75,2.521640636343318,16,0.25,195.53,40,3,0,1,0,1,0,0,1
upi://pay?pa=service6145@support&pn=Service%20Team&am=900.00,1,service6145@support,57,3.2776134368191157,2.521640636343318,19,0.21052631578947367,908.07,48,3,0,1,0,1,0,0,1
upi://pay?pa=payment5865@barodampay&pn=Payment%20Support&am=100.00,1,payment5865@barodampay,64,3.2776134368191157,2.8464393446710154,22,0.18181818181818182,97.44,32,3,0,1,1,0,0,0,0
upi://pay?pa=aman2955pay@axis&pn=Aman%20Chawla&am=500.00,1,aman2955pay@axis,56,2.8453509366224368,2.0,16,0.25,496.35,58,3,0,1,1,0,0,0,0
upi://pay?pa=arjun.iyer@sbi&pn=Arjun%20Iyer&am=469.66,0,arjun.iyer@sbi,51,3.1219280948873624,1.584962500721156,14,0.0,475.58,77,3,0,1,1,0,0,0,0
upi://pay?pa=verify6518secure@hdfc&pn=Verify%20Account&am=900.00,1,verify6518secure@hdfc,66,3.577819531114783,2.0,21,0.19047619047619047,874.08,37,3,1,1,1,0,0,0,0
upi://pay?pa=priya.singh@hdfc&pn=Priya%20Singh&am=276.81,0,priya.singh@hdfc,59,3.2776134368191157,2.0,16,0.0,277.97,71,3,0,1,1,0,0,0,0
upi://pay?pa=payment3570@xpay&pn=Payment%20Support&am=300.00,1,payment3570@xpay,59,3.4594316186372973,2.0,16,0.25,297.02,43,3,0,1,0,1,0,0,1
upi://pay?pa=service5487secure@gift&pn=Service%20Team&am=1500.00,1,service5487secure@gift,63,3.2639334294856335,2.0,22,0.18181818181818182,1455.79,55,3,0,1,0,1,0,0,1
upi://pay?pa=anita5172help@support&pn=Anita%20Nair&am=500.00,1,anita5172help@support,63,3.546593564294939,2.521640636343318,21,0.19047619047619047,490.71,23,3,0,1,0,1,0,0,1
upi://pay?pa=anita3410@hdfc&pn=Anita%20Khan&am=200.00,1,anita3410@hdfc,55,2.94770277922009,2.0,14,0.2857142857142857,205.29,38,3,0,1,1,0,0,0,0
upi://pay?pa=service418secure@icici&pn=Service%20Team&am=1000.00,1,service418secure@icici,63,3.125,0.9709505944546686,22,0.13636363636363635,1001.27,73,3,0,1,1,0,0,0,0
upi://pay?pa=aman2390@okaxis&pn=Aman%20Khan&am=473.96,1,aman2390@okaxis,56,2.75,2.584962500721156,15,0.26666666666666666,488.1,65,3,0,1,1,0,0,0,0
upi://pay?pa=service6905@gift&pn=Service%20Team&am=1000.00,1,service6905@gift,57,3.2776134368191157,2.0,16,0.25,1001.49,20,3,0,1,0,1,0,0,1
upi://pay?pa=verify6814@pay&pn=Verify%20Account&am=1500.00,1,verify6814@pay,61,3.3219280948873626,1.584962500721156,14,0.2857142857142857,1503.95,35,3,1,1,0,1,0,0,1
upi://pay?pa=verify6090@upi&pn=Verify%20Account&am=5000.00,1,verify6090@upi,59,3.1219280948873624,1.584962500721156,14,0.2857142857142857,4967.55,37,3,1,1,1,0,0,0,0
upi://pay?pa=kiranpatel@icici&pn=Kiran%20Patel&am=465.04,0,kiranpatel@icici,56,3.1219280948873624,0.9709505944546686,16,0.0,459.74,79,3,0,1,1,0,0,0,0
upi://pay?pa=rahul_khan@axis&pn=Rahul%20Khan&am=208.86,0,rahul_khan@axis,54,2.9219280948873623,2.0,15,0.0,205.75,75,3,0,1,1,0,0,0,0
upi://pay?pa=vikram2229@icici&pn=Vikram%20Iyer&am=100.00,1,vikram2229@icici,54,2.8464393446710154,0.9709505944546686,16,0.25,99.06,70,3,0,1,1,0,0,0,0
upi://pay?pa=pooja.khan730@barodampay&pn=Pooja%20Khan&am=400.77,0,pooja.khan730@barodampay,65,3.3927474104487847,2.8464393446710154,24,0.125,399.8,59,3,0,1,1,0,0,0,0
upi://pay?pa=verify1735help@xpay&pn=Verify%20Account&am=1000.00,1,verify1735help@xpay,66,3.6644977792004614,2.0,19,0.21052631578947367,981.52,49,3,1,1,0,1,0,0,1
upi://pay?pa=payment1664@paytm&pn=Payment%20Support&am=900.00,1,payment1664@paytm,58,3.2776134368191157,2.321928094887362,17,0.23529411764705882,885.14,47,3,0,1,1,0,0,0,0
upi://pay?pa=kiran4929@okaxis&pn=Kiran%20Iyer&am=225.35,1,kiran4929@okaxis,53,2.94770277922009,2.584962500721156,16,0.25,222.26,40,3,0,1,1,0,0,0,0
upi://pay?pa=rahul8208pay@pay&pn=Rahul%20Patel&am=100.00,1,rahul8208pay@pay,54,3.2516291673878226,1.584962500721156,16,0.25,99.7,5,3,0,1,0,1,0,0,1
upi://pay?pa=service5111@axis&pn=Service%20Team&am=5000.00,1,service5111@axis,61,2.8453509366224368,2.0,16,0.25,5045.84,47,3,0,1,1,0,0,0,0
upi://pay?pa=help9864@okaxis&pn=Help%20Desk&am=155.03,1,help9864@okaxis,56,3.0,2.584962500721156,15,0.26666666666666666,158.34,73,3,0,1,1,0,0,0,0
upi://pay?pa=service1422secure@bonus&pn=Service%20Team&am=127.97,1,service1422secure@bonus,62,3.146286370662104,2.321928094887362,23,0.17391304347826086,126.34,54,3,0,1,0,1,0,0,1
upi://pay?pa=rahul6077pay@barodampay&pn=Rahul%20Reddy&am=500.00,1,rahul6077pay@barodampay,61,3.2516291673878226,2.8464393446710154,23,0.17391304347826086,490.51,60,3,0,1,1,0,0,0,0
upi://pay?pa=pooja5597@secure&pn=Pooja%20Khan&am=900.00,1,pooja5597@secure,55,2.725480556997868,2.2516291673878226,16,0.25,893.46,30,3,0,1,0,1,0,0,1
upi://pay?pa=verify8616@gift&pn=Verify%20Account&am=1500.00,1,verify8616@gift,56,3.1219280948873624,2.0,15,0.26666666666666666,1535.49,22,3,1,1,0,1,0,0,1
upi://pay?pa=anita772care@pay&pn=Anita%20Patel&am=226.10,1,anita772care@pay,54,3.0220552088742005,1.584962500721156,16,0.1875,219.45,15,3,0,1,0,1,0,0,1
upi://pay?pa=rahul4549@pay&pn=Rahul%20Iyer&am=500.00,1,rahul4549@pay,52,2.94770277922009,1.584962500721156,13,0.3076923076923077,505.34,13,3,0,1,0,1,0,0,1
upi://pay?pa=payment7522@axis&pn=Payment%20Support&am=455.91,1,payment7522@axis,58,3.2776134368191157,2.0,16,0.25,455.29,48,3,0,1,1,0,0,0,0
upi://pay?pa=vikram_iyer@sbi&pn=Vikram%20Iyer&am=42.36,0,vikram_iyer@sbi,53,3.095795255000934,1.584962500721156,15,0.0,41.5,88,3,0,1,1,0,0,0,0
upi://pay?pa=rahulsharma@kotak&pn=Rahul%20Sharma&am=71.66,0,rahulsharma@kotak,55,2.6635327548042547,1.9219280948873623,17,0.0,70.89,63,3,0,1,1,0,0,0,0
upi://pay?pa=kiran.nair@icici&pn=Kiran%20Nair&am=191.49,0,kiran.nair@icici,58,2.5219280948873624,0.9709505944546686,16,0.0,188.33,66,3,0,1,1,0,0,0,0
upi://pay?pa=priyareddy738@unknown&pn=Priya%20Reddy&am=170.41,0,priyareddy738@unknown,63,3.238901256602631,2.128085278891394,21,0.14285714285714285,174.27,36,3,0,1,0,1,0,0,1
upi://pay?pa=priya115@okhdfcbank&pn=Priya%20Nair&am=500.00,1,priya115@okhdfcbank,60,2.75,3.1219280948873624,19,0.15789473684210525,499.46,46,3,0,1,1,0,0,0,0
upi://pay?pa=neha5858@okhdfcbank&pn=Neha%20Reddy&am=99.88,1,neha5858@okhdfcbank,55,2.5,3.1219280948873624,19,0.21052631578947367,100.26,74,3,0,1,1,0,0,0,0
upi://pay?pa=vikram6366@kotak&pn=Vikram%20Chawla&am=105.70,1,vikram6366@kotak,59,2.8464393446710154,1.9219280948873623,16,0.25,106.29,37,3,0,1,1,0,0,0,0
upi://pay?pa=update.kyc@paytm&pn=Update%20KYC&am=100.00,0,update.kyc@paytm,54,3.3219280948873626,2.321928094887362,16,0.0,100.84,84,3,1,1,1,0,0,0,0
upi://pay?pa=help6107help@pay&pn=Help%20Desk&am=300.00,1,help6107help@pay,51,2.918295834054489,1.584962500721156,16,0.25,299.92,34,3,0,1,0,1,0,0,1
upi://pay?pa=secure.login270@axis&pn=Secure%20Login&am=232.50,0,secure.login270@axis,59,3.773557262275186,2.0,20,0.15,225.77,79,3,1,1,1,0,0,0,0
upi://pay?pa=service9054@ybl&pn=Service%20Team&am=1000.00,1,service9054@ybl,54,3.2776134368191157,1.584962500721156,15,0.26666666666666666,990.08,77,3,0,1,1,0,0,0,0
upi://pay?pa=update5273@ybl&pn=Update%20KYC&am=35.40,1,update5273@ybl,51,3.3219280948873626,1.584962500721156,14,0.2857142857142857,34.73,67,3,1,1,1,0,0,0,0
upi://pay?pa=pooja4861@sbi&pn=Pooja%20Nair&am=217.95,1,pooja4861@sbi,50,2.94770277922009,1.584962500721156,13,0.3076923076923077,220.31,67,3,0,1,1,0,0,0,0
upi://pay?pa=anita_singh701@gift&pn=Anita%20Singh&am=100.00,0,anita_singh701@gift,60,3.3787834934861753,2.0,19,0.15789473684210525,97.34,29,3,0,1,0,1,0,0,1
upi://pay?pa=arjun3865@bonus&pn=Arjun%20Sharma&am=5000.00,1,arjun3865@bonus,57,3.169925001442312,2.321928094887362,15,0.26666666666666666,5019.14,40,3,0,1,0,1,0,0,1
upi://pay?pa=help2962@hdfc&pn=Help%20Desk&am=184.89,1,help2962@hdfc,52,2.75,2.0,13,0.3076923076923077,181.68,58,3,0,1,1,0,0,0,0
upi://pay?pa=pooja9454@unknown&pn=Pooja%20Patel&am=210.44,1,pooja9454@unknown,60,2.725480556997868,2.128085278891394,17,0.23529411764705882,216.11,50,3,0,1,0,1,0,0,1
upi://pay?pa=service1577@okaxis&pn=Service%20Team&am=1000.00,1,service1577@okaxis,61,3.095795255000934,2.584962500721156,18,0.2222222222222222,990.13,64,3,0,1,1,0,0,0,0
upi://pay?pa=priyapatel293@ybl&pn=Priya%20Patel&am=251.50,1,priyapatel293@ybl,57,3.3927474104487847,1.584962500721156,17,0.17647058823529413,248.86,81,3,0,1,1,0,0,0,0
upi://pay?pa=verify7088@pay&pn=Verify%20Account&am=1000.00,1,verify7088@pay,61,3.1219280948873624,1.584962500721156,14,0.2857142857142857,1025.4,58,3,1,1,0,1,0,0,1
upi://pay?pa=secure4538@xpay&pn=Secure%20Login&am=200.00,1,secure4538@xpay,56,3.1219280948873624,2.0,15,0.26666666666666666,199.01,5,3,1,1,0,1,0,0,1
upi://pay?pa=kirangupta70@upi&pn=Kiran%20Gupta&am=369.14,0,kirangupta70@upi,58,3.4182958340544896,1.584962500721156,16,0.125,379.39,72,3,0,1,1,0,0,0,0
